Customer ID,RFM_Cell,Customer_Segment
15555,444,Champions
18144,444,Champions
12647,444,Champions
12471,444,Champions
15194,444,Champions
12704,444,Champions
14702,444,Champions
14676,444,Champions
13994,444,Champions
17416,444,Champions
14215,444,Champions
12681,444,Champions
12705,444,Champions
13097,444,Champions
14546,444,Champions
15981,444,Champions
16128,444,Champions
12518,444,Champions
17069,444,Champions
13004,444,Champions
12619,444,Champions
13777,444,Champions
15838,444,Champions
16782,444,Champions
13630,444,Champions
13266,444,Champions
14005,444,Champions
12388,444,Champions
15044,444,Champions
14135,444,Champions
14367,444,Champions
17719,444,Champions
14194,444,Champions
17131,444,Champions
14800,444,Champions
16931,444,Champions
16187,444,Champions
13536,444,Champions
14235,444,Champions
16655,444,Champions
17107,444,Champions
13408,444,Champions
16771,444,Champions
16746,444,Champions
17315,444,Champions
13435,444,Champions
12783,444,Champions
17377,444,Champions
13014,444,Champions
16719,444,Champions
15358,444,Champions
14808,444,Champions
17705,444,Champions
15218,444,Champions
18241,444,Champions
16705,444,Champions
16407,444,Champions
15078,444,Champions
16839,444,Champions
14217,444,Champions
15755,444,Champions
16710,444,Champions
14031,444,Champions
12823,444,Champions
13704,444,Champions
16145,444,Champions
14543,444,Champions
15150,444,Champions
17061,444,Champions
13384,444,Champions
12517,444,Champions
17490,444,Champions
15443,444,Champions
14755,444,Champions
16422,444,Champions
14101,444,Champions
14466,444,Champions
14456,444,Champions
16607,444,Champions
17656,444,Champions
13178,444,Champions
17591,444,Champions
16713,444,Champions
15241,444,Champions
15061,444,Champions
15674,444,Champions
12455,444,Champions
15827,444,Champions
17576,444,Champions
16626,444,Champions
13126,444,Champions
17469,444,Champions
13988,444,Champions
16681,444,Champions
12656,444,Champions
16672,444,Champions
12362,444,Champions
17611,444,Champions
16764,444,Champions
14440,444,Champions
15750,444,Champions
13488,444,Champions
14978,444,Champions
13139,444,Champions
12708,444,Champions
14298,444,Champions
16115,444,Champions
16458,444,Champions
13901,444,Champions
13842,444,Champions
12352,444,Champions
13924,444,Champions
18102,444,Champions
16775,444,Champions
15796,444,Champions
17857,444,Champions
13862,444,Champions
17017,444,Champions
15301,444,Champions
13694,444,Champions
14868,444,Champions
14834,444,Champions
17819,444,Champions
12957,444,Champions
17930,444,Champions
14188,444,Champions
14527,444,Champions
14524,444,Champions
18198,444,Champions
15356,444,Champions
15370,444,Champions
17528,444,Champions
15955,444,Champions
17220,444,Champions
17306,444,Champions
14696,444,Champions
17813,444,Champions
17218,444,Champions
12598,444,Champions
16779,444,Champions
14409,444,Champions
15984,444,Champions
14952,444,Champions
13985,444,Champions
17739,444,Champions
18041,444,Champions
13089,444,Champions
13263,444,Champions
14422,444,Champions
14226,444,Champions
12731,444,Champions
16133,444,Champions
16729,444,Champions
16013,444,Champions
17675,444,Champions
12583,444,Champions
15903,444,Champions
15034,444,Champions
17757,444,Champions
14503,444,Champions
13021,444,Champions
15867,444,Champions
18008,444,Champions
17725,444,Champions
14211,444,Champions
13804,444,Champions
16983,444,Champions
16813,444,Champions
14691,444,Champions
18223,444,Champions
15046,444,Champions
15738,444,Champions
13576,444,Champions
16326,444,Champions
12867,444,Champions
16241,444,Champions
14189,444,Champions
17050,444,Champions
14852,444,Champions
12709,444,Champions
12627,444,Champions
12567,444,Champions
14107,444,Champions
16057,444,Champions
15365,444,Champions
17389,444,Champions
16255,444,Champions
16717,444,Champions
15005,444,Champions
13999,444,Champions
13881,444,Champions
17491,444,Champions
14401,444,Champions
12502,444,Champions
14159,444,Champions
14534,444,Champions
18283,444,Champions
14243,444,Champions
12727,444,Champions
17450,444,Champions
17612,444,Champions
14849,444,Champions
15974,444,Champions
14680,444,Champions
15491,444,Champions
16712,444,Champions
15856,444,Champions
16523,444,Champions
16656,444,Champions
15521,444,Champions
14560,444,Champions
14796,444,Champions
16455,444,Champions
15671,444,Champions
14408,444,Champions
16168,444,Champions
13949,444,Champions
17716,444,Champions
17068,444,Champions
16359,444,Champions
17191,444,Champions
16904,444,Champions
13784,444,Champions
14667,444,Champions
14239,444,Champions
16393,444,Champions
18230,444,Champions
16928,444,Champions
12720,444,Champions
14739,444,Champions
14040,444,Champions
15311,444,Champions
15804,444,Champions
13098,444,Champions
15089,444,Champions
17449,444,Champions
15291,444,Champions
14944,444,Champions
15271,444,Champions
15513,444,Champions
17735,444,Champions
15594,444,Champions
18229,444,Champions
14334,444,Champions
16843,444,Champions
17511,444,Champions
13808,444,Champions
17442,444,Champions
14709,444,Champions
14606,444,Champions
14309,444,Champions
14530,444,Champions
13756,444,Champions
12490,444,Champions
15114,444,Champions
14911,444,Champions
17949,444,Champions
16818,444,Champions
17368,444,Champions
17422,444,Champions
13798,444,Champions
15752,444,Champions
14156,444,Champions
16767,444,Champions
14397,444,Champions
16029,444,Champions
17567,444,Champions
13305,444,Champions
12685,444,Champions
12683,444,Champions
13468,444,Champions
13571,444,Champions
14646,444,Champions
13013,444,Champions
13018,444,Champions
16076,444,Champions
13700,444,Champions
14688,444,Champions
16426,444,Champions
15144,444,Champions
13137,444,Champions
17243,444,Champions
12955,444,Champions
13871,444,Champions
17634,444,Champions
12839,444,Champions
12540,444,Champions
17811,444,Champions
13769,444,Champions
12971,444,Champions
16558,444,Champions
13854,444,Champions
13199,444,Champions
17997,444,Champions
12569,444,Champions
13267,444,Champions
16011,444,Champions
14562,444,Champions
15298,444,Champions
15187,444,Champions
16293,444,Champions
17841,444,Champions
14051,444,Champions
13319,444,Champions
14062,444,Champions
17870,444,Champions
17965,444,Champions
15039,444,Champions
15249,444,Champions
12637,444,Champions
18118,444,Champions
17001,444,Champions
16353,444,Champions
12748,444,Champions
14388,444,Champions
14961,444,Champions
14711,444,Champions
12433,444,Champions
14180,444,Champions
18109,444,Champions
15189,444,Champions
12830,444,Champions
14895,444,Champions
14096,444,Champions
17426,444,Champions
15251,444,Champions
17593,444,Champions
13634,443,Loyal Customers
13860,443,Loyal Customers
13104,443,Loyal Customers
17214,443,Loyal Customers
15660,443,Loyal Customers
15511,443,Loyal Customers
15304,443,Loyal Customers
14878,443,Loyal Customers
14487,443,Loyal Customers
14684,443,Loyal Customers
14704,443,Loyal Customers
16235,443,Loyal Customers
17848,443,Loyal Customers
13232,443,Loyal Customers
16086,443,Loyal Customers
14178,443,Loyal Customers
16992,443,Loyal Customers
14201,443,Loyal Customers
13138,443,Loyal Customers
16103,443,Loyal Customers
16016,443,Loyal Customers
13627,443,Loyal Customers
15737,443,Loyal Customers
16989,443,Loyal Customers
14428,443,Loyal Customers
16085,443,Loyal Customers
17888,443,Loyal Customers
18236,443,Loyal Customers
16395,443,Loyal Customers
17027,443,Loyal Customers
12877,443,Loyal Customers
16348,443,Loyal Customers
13012,443,Loyal Customers
15916,443,Loyal Customers
15858,443,Loyal Customers
15860,443,Loyal Customers
13991,443,Loyal Customers
17837,443,Loyal Customers
15214,443,Loyal Customers
13410,443,Loyal Customers
14931,443,Loyal Customers
17287,443,Loyal Customers
18016,443,Loyal Customers
16600,443,Loyal Customers
16531,443,Loyal Customers
14901,443,Loyal Customers
14419,443,Loyal Customers
16266,443,Loyal Customers
14047,443,Loyal Customers
14883,443,Loyal Customers
17609,443,Loyal Customers
14321,443,Loyal Customers
13499,443,Loyal Customers
13397,443,Loyal Customers
15134,443,Loyal Customers
16394,443,Loyal Customers
16332,443,Loyal Customers
14434,443,Loyal Customers
12826,443,Loyal Customers
16059,443,Loyal Customers
17348,443,Loyal Customers
15712,443,Loyal Customers
14948,443,Loyal Customers
16929,443,Loyal Customers
17961,443,Loyal Customers
15172,443,Loyal Customers
15611,443,Loyal Customers
17227,443,Loyal Customers
12676,443,Loyal Customers
15602,443,Loyal Customers
16744,443,Loyal Customers
16434,443,Loyal Customers
17894,443,Loyal Customers
17410,443,Loyal Customers
12576,443,Loyal Customers
16172,443,Loyal Customers
16918,443,Loyal Customers
13748,443,Loyal Customers
14129,443,Loyal Customers
13538,443,Loyal Customers
13026,443,Loyal Customers
14511,443,Loyal Customers
15453,443,Loyal Customers
14410,443,Loyal Customers
16682,443,Loyal Customers
14116,443,Loyal Customers
16027,443,Loyal Customers
16515,443,Loyal Customers
14414,443,Loyal Customers
18237,443,Loyal Customers
14312,443,Loyal Customers
17800,443,Loyal Customers
16910,443,Loyal Customers
16173,443,Loyal Customers
17460,442,Loyal Customers
17728,434,Loyal Customers
14306,434,Loyal Customers
17679,434,Loyal Customers
13134,434,Loyal Customers
14608,434,Loyal Customers
16341,434,Loyal Customers
18259,434,Loyal Customers
13196,434,Loyal Customers
13334,434,Loyal Customers
14934,434,Loyal Customers
13562,434,Loyal Customers
16102,434,Loyal Customers
18087,434,Loyal Customers
13507,434,Loyal Customers
17147,434,Loyal Customers
13908,434,Loyal Customers
13316,434,Loyal Customers
16358,434,Loyal Customers
12435,434,Loyal Customers
12409,434,Loyal Customers
15950,434,Loyal Customers
15067,434,Loyal Customers
15484,434,Loyal Customers
14125,434,Loyal Customers
15394,434,Loyal Customers
14113,434,Loyal Customers
12380,434,Loyal Customers
16379,434,Loyal Customers
18188,434,Loyal Customers
16240,434,Loyal Customers
15549,434,Loyal Customers
16169,434,Loyal Customers
14285,434,Loyal Customers
12348,434,Loyal Customers
14387,434,Loyal Customers
13644,434,Loyal Customers
13555,434,Loyal Customers
17088,434,Loyal Customers
13505,434,Loyal Customers
16182,434,Loyal Customers
18242,434,Loyal Customers
12615,434,Loyal Customers
13647,434,Loyal Customers
15050,434,Loyal Customers
14305,434,Loyal Customers
18204,434,Loyal Customers
17015,434,Loyal Customers
18235,434,Loyal Customers
15834,434,Loyal Customers
14655,434,Loyal Customers
15321,434,Loyal Customers
17722,434,Loyal Customers
13851,434,Loyal Customers
13510,434,Loyal Customers
14842,434,Loyal Customers
14565,434,Loyal Customers
14360,434,Loyal Customers
17700,434,Loyal Customers
14441,434,Loyal Customers
18093,434,Loyal Customers
13577,434,Loyal Customers
12674,434,Loyal Customers
12449,434,Loyal Customers
15707,433,Loyal Customers
17033,433,Loyal Customers
16160,433,Loyal Customers
13662,433,Loyal Customers
17002,433,Loyal Customers
17047,433,Loyal Customers
12722,433,Loyal Customers
17594,433,Loyal Customers
16350,433,Loyal Customers
13107,433,Loyal Customers
17144,433,Loyal Customers
16924,433,Loyal Customers
13323,433,Loyal Customers
16438,433,Loyal Customers
15533,433,Loyal Customers
17802,433,Loyal Customers
16370,433,Loyal Customers
17073,433,Loyal Customers
17058,433,Loyal Customers
12640,433,Loyal Customers
13524,433,Loyal Customers
12724,433,Loyal Customers
15500,433,Loyal Customers
14019,433,Loyal Customers
14276,433,Loyal Customers
12620,433,Loyal Customers
16369,433,Loyal Customers
15839,433,Loyal Customers
14446,433,Loyal Customers
14859,433,Loyal Customers
16464,433,Loyal Customers
16584,433,Loyal Customers
18135,433,Loyal Customers
13038,433,Loyal Customers
17527,433,Loyal Customers
13155,433,Loyal Customers
16493,433,Loyal Customers
13350,433,Loyal Customers
17731,433,Loyal Customers
15399,433,Loyal Customers
17034,433,Loyal Customers
14261,433,Loyal Customers
12657,433,Loyal Customers
12854,433,Loyal Customers
12739,433,Loyal Customers
13486,433,Loyal Customers
14038,433,Loyal Customers
13220,433,Loyal Customers
12936,433,Loyal Customers
17311,433,Loyal Customers
16669,433,Loyal Customers
13055,433,Loyal Customers
15398,433,Loyal Customers
15237,433,Loyal Customers
16389,433,Loyal Customers
12364,433,Loyal Customers
12609,433,Loyal Customers
12952,433,Loyal Customers
13320,433,Loyal Customers
15810,433,Loyal Customers
17388,433,Loyal Customers
15763,433,Loyal Customers
18189,433,Loyal Customers
14880,433,Loyal Customers
15807,433,Loyal Customers
16872,433,Loyal Customers
16136,433,Loyal Customers
12516,433,Loyal Customers
12546,433,Loyal Customers
12488,433,Loyal Customers
17411,433,Loyal Customers
17006,433,Loyal Customers
14540,433,Loyal Customers
14561,433,Loyal Customers
15706,433,Loyal Customers
15799,433,Loyal Customers
15312,433,Loyal Customers
16261,433,Loyal Customers
12545,433,Loyal Customers
16049,433,Loyal Customers
14712,433,Loyal Customers
17159,433,Loyal Customers
13429,433,Loyal Customers
12412,433,Loyal Customers
12820,433,Loyal Customers
13867,433,Loyal Customers
13200,433,Loyal Customers
13389,433,Loyal Customers
17788,433,Loyal Customers
13314,433,Loyal Customers
15745,433,Loyal Customers
15701,433,Loyal Customers
14141,433,Loyal Customers
12680,433,Loyal Customers
13016,433,Loyal Customers
15568,433,Loyal Customers
13950,433,Loyal Customers
16122,433,Loyal Customers
15584,433,Loyal Customers
17405,433,Loyal Customers
13515,433,Loyal Customers
15841,433,Loyal Customers
16460,433,Loyal Customers
13516,433,Loyal Customers
12393,433,Loyal Customers
14649,433,Loyal Customers
14475,433,Loyal Customers
17633,433,Loyal Customers
12372,433,Loyal Customers
16361,433,Loyal Customers
16653,433,Loyal Customers
12937,433,Loyal Customers
12458,433,Loyal Customers
17724,433,Loyal Customers
12728,433,Loyal Customers
15933,433,Loyal Customers
15062,433,Loyal Customers
13131,433,Loyal Customers
17905,433,Loyal Customers
17552,433,Loyal Customers
12822,433,Loyal Customers
13764,433,Loyal Customers
14164,433,Loyal Customers
15411,433,Loyal Customers
12842,433,Loyal Customers
13575,433,Loyal Customers
13813,433,Loyal Customers
13772,433,Loyal Customers
12710,433,Loyal Customers
15215,433,Loyal Customers
17774,433,Loyal Customers
15136,433,Loyal Customers
13931,433,Loyal Customers
16891,433,Loyal Customers
14111,433,Loyal Customers
13744,433,Loyal Customers
15238,433,Loyal Customers
13211,433,Loyal Customers
16551,433,Loyal Customers
12422,433,Loyal Customers
15199,433,Loyal Customers
13158,433,Loyal Customers
14715,433,Loyal Customers
12526,433,Loyal Customers
16175,433,Loyal Customers
17560,433,Loyal Customers
14916,433,Loyal Customers
15071,433,Loyal Customers
13186,433,Loyal Customers
17481,433,Loyal Customers
16418,433,Loyal Customers
17004,433,Loyal Customers
13330,433,Loyal Customers
15306,433,Loyal Customers
13925,433,Loyal Customers
15618,433,Loyal Customers
13848,433,Loyal Customers
13249,433,Loyal Customers
14223,433,Loyal Customers
13814,433,Loyal Customers
15400,433,Loyal Customers
15730,433,Loyal Customers
14522,433,Loyal Customers
13823,433,Loyal Customers
14824,433,Loyal Customers
16362,433,Loyal Customers
15081,432,Loyal Customers
17883,432,Loyal Customers
13539,432,Loyal Customers
18211,432,Loyal Customers
13247,432,Loyal Customers
16906,432,Loyal Customers
18232,432,Loyal Customers
12527,432,Loyal Customers
15675,432,Loyal Customers
17557,432,Loyal Customers
18017,432,Loyal Customers
13643,432,Loyal Customers
16706,432,Loyal Customers
14463,432,Loyal Customers
15026,432,Loyal Customers
17564,432,Loyal Customers
13946,432,Loyal Customers
13959,432,Loyal Customers
15571,432,Loyal Customers
14077,432,Loyal Customers
15901,432,Loyal Customers
14529,432,Loyal Customers
14820,432,Loyal Customers
18155,432,Loyal Customers
16342,432,Loyal Customers
16008,432,Loyal Customers
15344,432,Loyal Customers
13405,432,Loyal Customers
15754,432,Loyal Customers
14818,432,Loyal Customers
16750,432,Loyal Customers
16157,432,Loyal Customers
14609,432,Loyal Customers
16321,432,Loyal Customers
17950,432,Loyal Customers
15036,432,Loyal Customers
15452,432,Loyal Customers
17373,432,Loyal Customers
16589,432,Loyal Customers
14681,432,Loyal Customers
16233,432,Loyal Customers
13741,432,Loyal Customers
13092,432,Loyal Customers
13240,432,Loyal Customers
14177,432,Loyal Customers
16444,432,Loyal Customers
17573,432,Loyal Customers
17345,432,Loyal Customers
15885,432,Loyal Customers
17370,432,Loyal Customers
13145,432,Loyal Customers
12879,432,Loyal Customers
12787,432,Loyal Customers
16462,431,Loyal Customers
17572,431,Loyal Customers
18273,431,Loyal Customers
15462,431,Loyal Customers
13079,431,Loyal Customers
17846,424,Potential / Regulars
15947,424,Potential / Regulars
12752,424,Potential / Regulars
15341,424,Potential / Regulars
14887,424,Potential / Regulars
16281,424,Potential / Regulars
15103,423,Potential / Regulars
13430,423,Potential / Regulars
15272,423,Potential / Regulars
14557,423,Potential / Regulars
15322,423,Potential / Regulars
16108,423,Potential / Regulars
12434,423,Potential / Regulars
13563,423,Potential / Regulars
13566,423,Potential / Regulars
18194,423,Potential / Regulars
12379,423,Potential / Regulars
13325,423,Potential / Regulars
12497,423,Potential / Regulars
13416,423,Potential / Regulars
12794,423,Potential / Regulars
16624,423,Potential / Regulars
13356,423,Potential / Regulars
12701,423,Potential / Regulars
18228,423,Potential / Regulars
12550,423,Potential / Regulars
14356,423,Potential / Regulars
12425,423,Potential / Regulars
17466,423,Potential / Regulars
15239,423,Potential / Regulars
15075,423,Potential / Regulars
13336,423,Potential / Regulars
15978,423,Potential / Regulars
16480,423,Potential / Regulars
15626,423,Potential / Regulars
12925,423,Potential / Regulars
13639,423,Potential / Regulars
12612,423,Potential / Regulars
13979,423,Potential / Regulars
13035,423,Potential / Regulars
18265,423,Potential / Regulars
14412,423,Potential / Regulars
13354,423,Potential / Regulars
18192,423,Potential / Regulars
16101,423,Potential / Regulars
12694,423,Potential / Regulars
13548,423,Potential / Regulars
13192,423,Potential / Regulars
12616,423,Potential / Regulars
18196,423,Potential / Regulars
15364,423,Potential / Regulars
13122,423,Potential / Regulars
12461,423,Potential / Regulars
15653,423,Potential / Regulars
12535,423,Potential / Regulars
14284,422,Potential / Regulars
12895,422,Potential / Regulars
17640,422,Potential / Regulars
17333,422,Potential / Regulars
13518,422,Potential / Regulars
15573,422,Potential / Regulars
14894,422,Potential / Regulars
15417,422,Potential / Regulars
15205,422,Potential / Regulars
15099,422,Potential / Regulars
14124,422,Potential / Regulars
12871,422,Potential / Regulars
15523,422,Potential / Regulars
16573,422,Potential / Regulars
12832,422,Potential / Regulars
16674,422,Potential / Regulars
12375,422,Potential / Regulars
14236,422,Potential / Regulars
17415,422,Potential / Regulars
14780,422,Potential / Regulars
12390,422,Potential / Regulars
16236,422,Potential / Regulars
17603,422,Potential / Regulars
12930,422,Potential / Regulars
12579,422,Potential / Regulars
14147,422,Potential / Regulars
13529,422,Potential / Regulars
15714,422,Potential / Regulars
17480,422,Potential / Regulars
14014,422,Potential / Regulars
15762,422,Potential / Regulars
15475,422,Potential / Regulars
16689,422,Potential / Regulars
13787,422,Potential / Regulars
14152,422,Potential / Regulars
15429,422,Potential / Regulars
14757,422,Potential / Regulars
16198,422,Potential / Regulars
15366,422,Potential / Regulars
18205,422,Potential / Regulars
16383,422,Potential / Regulars
13233,422,Potential / Regulars
17674,422,Potential / Regulars
15492,422,Potential / Regulars
16999,422,Potential / Regulars
13390,422,Potential / Regulars
14272,422,Potential / Regulars
17805,422,Potential / Regulars
12987,422,Potential / Regulars
16354,422,Potential / Regulars
16119,422,Potential / Regulars
13321,422,Potential / Regulars
17513,422,Potential / Regulars
17447,422,Potential / Regulars
15030,422,Potential / Regulars
16574,422,Potential / Regulars
13759,422,Potential / Regulars
15949,422,Potential / Regulars
16268,422,Potential / Regulars
16650,422,Potential / Regulars
18217,422,Potential / Regulars
13954,422,Potential / Regulars
15287,422,Potential / Regulars
16404,422,Potential / Regulars
16613,422,Potential / Regulars
13434,422,Potential / Regulars
14067,422,Potential / Regulars
14335,422,Potential / Regulars
14965,422,Potential / Regulars
17229,422,Potential / Regulars
16629,422,Potential / Regulars
16820,422,Potential / Regulars
12816,422,Potential / Regulars
18261,422,Potential / Regulars
18222,422,Potential / Regulars
16031,422,Potential / Regulars
12592,422,Potential / Regulars
13889,422,Potential / Regulars
16723,422,Potential / Regulars
16603,422,Potential / Regulars
14915,422,Potential / Regulars
14628,422,Potential / Regulars
17786,421,Potential / Regulars
17898,421,Potential / Regulars
16189,421,Potential / Regulars
16080,421,Potential / Regulars
16777,421,Potential / Regulars
12604,421,Potential / Regulars
17163,421,Potential / Regulars
13083,421,Potential / Regulars
16778,421,Potential / Regulars
14473,421,Potential / Regulars
16690,421,Potential / Regulars
14947,421,Potential / Regulars
17783,421,Potential / Regulars
13960,421,Potential / Regulars
15565,421,Potential / Regulars
13972,421,Potential / Regulars
17376,421,Potential / Regulars
17339,421,Potential / Regulars
14452,421,Potential / Regulars
16828,421,Potential / Regulars
15198,421,Potential / Regulars
12566,412,Potential / Regulars
15466,412,Potential / Regulars
15975,412,Potential / Regulars
13774,412,Potential / Regulars
13228,412,Potential / Regulars
14171,412,Potential / Regulars
16627,412,Potential / Regulars
14951,412,Potential / Regulars
17172,412,Potential / Regulars
16978,412,Potential / Regulars
16485,412,Potential / Regulars
17154,412,Potential / Regulars
13670,412,Potential / Regulars
18066,412,Potential / Regulars
13927,412,Potential / Regulars
15243,412,Potential / Regulars
16909,412,Potential / Regulars
13347,412,Potential / Regulars
15185,412,Potential / Regulars
16761,412,Potential / Regulars
13210,412,Potential / Regulars
15652,412,Potential / Regulars
17347,411,Potential / Regulars
13877,411,Potential / Regulars
12756,411,Potential / Regulars
12995,411,Potential / Regulars
16878,411,Potential / Regulars
13067,411,Potential / Regulars
15504,411,Potential / Regulars
17628,411,Potential / Regulars
16527,411,Potential / Regulars
14436,411,Potential / Regulars
18027,411,Potential / Regulars
16215,411,Potential / Regulars
15888,411,Potential / Regulars
17475,411,Potential / Regulars
16213,411,Potential / Regulars
15603,411,Potential / Regulars
17079,411,Potential / Regulars
13279,411,Potential / Regulars
16715,411,Potential / Regulars
13519,411,Potential / Regulars
13127,411,Potential / Regulars
14652,411,Potential / Regulars
15744,411,Potential / Regulars
17506,411,Potential / Regulars
17498,411,Potential / Regulars
16594,411,Potential / Regulars
14806,411,Potential / Regulars
15154,411,Potential / Regulars
14908,411,Potential / Regulars
15958,411,Potential / Regulars
16468,411,Potential / Regulars
13866,411,Potential / Regulars
18278,411,Potential / Regulars
16181,411,Potential / Regulars
13514,411,Potential / Regulars
14109,411,Potential / Regulars
15348,411,Potential / Regulars
13061,411,Potential / Regulars
17427,411,Potential / Regulars
15175,411,Potential / Regulars
13886,411,Potential / Regulars
13503,411,Potential / Regulars
12718,411,Potential / Regulars
12703,411,Potential / Regulars
13364,411,Potential / Regulars
15593,411,Potential / Regulars
13095,411,Potential / Regulars
18053,411,Potential / Regulars
12851,411,Potential / Regulars
15307,411,Potential / Regulars
17309,411,Potential / Regulars
16400,411,Potential / Regulars
14208,411,Potential / Regulars
13130,411,Potential / Regulars
15488,411,Potential / Regulars
13244,411,Potential / Regulars
13441,411,Potential / Regulars
17667,344,Loyal Customers
13590,344,Loyal Customers
12782,344,Loyal Customers
15493,344,Loyal Customers
14502,344,Loyal Customers
18219,344,Loyal Customers
12766,344,Loyal Customers
18245,344,Loyal Customers
17396,344,Loyal Customers
17314,344,Loyal Customers
12928,344,Loyal Customers
16979,344,Loyal Customers
13654,344,Loyal Customers
16875,344,Loyal Customers
12744,344,Loyal Customers
13911,344,Loyal Customers
14390,344,Loyal Customers
13081,344,Loyal Customers
17419,344,Loyal Customers
13225,344,Loyal Customers
12757,344,Loyal Customers
17754,344,Loyal Customers
15570,344,Loyal Customers
14085,344,Loyal Customers
17213,344,Loyal Customers
14426,344,Loyal Customers
15815,344,Loyal Customers
17769,344,Loyal Customers
12472,344,Loyal Customers
15708,344,Loyal Customers
13230,344,Loyal Customers
13520,344,Loyal Customers
17364,344,Loyal Customers
16841,344,Loyal Customers
16592,344,Loyal Customers
17596,344,Loyal Customers
16019,344,Loyal Customers
13090,344,Loyal Customers
15281,344,Loyal Customers
13824,344,Loyal Customers
12753,344,Loyal Customers
16003,344,Loyal Customers
12853,344,Loyal Customers
15861,344,Loyal Customers
16912,344,Loyal Customers
17519,344,Loyal Customers
16684,344,Loyal Customers
13875,344,Loyal Customers
12843,344,Loyal Customers
13148,344,Loyal Customers
16477,344,Loyal Customers
17162,344,Loyal Customers
12557,344,Loyal Customers
13001,344,Loyal Customers
16837,344,Loyal Customers
15785,344,Loyal Customers
16316,344,Loyal Customers
12980,344,Loyal Customers
14621,344,Loyal Customers
17861,344,Loyal Customers
16919,344,Loyal Customers
16942,344,Loyal Customers
12407,344,Loyal Customers
15288,344,Loyal Customers
15267,344,Loyal Customers
13456,344,Loyal Customers
14493,344,Loyal Customers
13184,344,Loyal Customers
14112,344,Loyal Customers
12749,344,Loyal Customers
14341,344,Loyal Customers
15632,344,Loyal Customers
12594,344,Loyal Customers
17512,344,Loyal Customers
14209,344,Loyal Customers
14291,344,Loyal Customers
13198,344,Loyal Customers
12428,344,Loyal Customers
14639,344,Loyal Customers
17629,344,Loyal Customers
17790,344,Loyal Customers
14099,344,Loyal Customers
12431,344,Loyal Customers
15606,344,Loyal Customers
15544,344,Loyal Customers
12381,344,Loyal Customers
15270,344,Loyal Customers
17173,344,Loyal Customers
17655,344,Loyal Customers
14498,344,Loyal Customers
15023,344,Loyal Customers
15093,344,Loyal Customers
13953,344,Loyal Customers
16131,344,Loyal Customers
14232,344,Loyal Customers
15220,344,Loyal Customers
17682,344,Loyal Customers
15373,344,Loyal Customers
16153,344,Loyal Customers
17975,344,Loyal Customers
12473,344,Loyal Customers
17937,344,Loyal Customers
12528,344,Loyal Customers
17338,344,Loyal Customers
18257,344,Loyal Customers
12949,344,Loyal Customers
16218,344,Loyal Customers
18272,344,Loyal Customers
13668,344,Loyal Customers
15125,344,Loyal Customers
16743,344,Loyal Customers
13027,344,Loyal Customers
16170,344,Loyal Customers
16249,344,Loyal Customers
